caves;stalagmite;latitude;longitude;depth;age;O18;O18_error;C13;C13_error;
Jaragua Cave;JAR7;-21.83;-56.583;191.5;7.221;-3.8;-;-8.3;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;192;7.251;-3.8;-;-8.7;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;192.5;7.281;-4.2;-;-8.8;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;193;7.311;-4.2;-;-7.8;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;193.5;7.341;-3.4;-;-7.1;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;194;7.371;-4.2;-;-7.6;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;194.5;7.401;-3;-;-6.7;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;195;7.432;-3.5;-;-7.6;-;16.13
Jaragua Cave;JAR7;-21.83;-56.583;195.5;7.462;-3.5;-;-7.8;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;196;7.492;-4.4;-;-8.7;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;196.5;7.522;-3;-;-7.9;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;197;7.552;-4.2;-;-8.9;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;197.5;7.582;-5.2;-;-9.5;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;198;7.612;-5.3;-;-9.5;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;198.5;7.643;-4.3;-;-9.2;-;16.13
Jaragua Cave;JAR7;-21.83;-56.583;199;7.673;-3.7;-;-9.4;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;199.5;7.703;-3.5;-;-9.1;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;200;7.733;-2.8;-;-8.3;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;200.5;7.763;-2.3;-;-7.5;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;201;7.793;-3.2;-;-8.8;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;201.5;7.823;-3.9;-;-9.1;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;202;7.853;-2.9;-;-8.3;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;202.5;7.884;-3;-;-8.6;-;16.13
Jaragua Cave;JAR7;-21.83;-56.583;203;7.914;-3;-;-8.8;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;203.5;7.944;-2.8;-;-8.6;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;204;7.974;-3.1;-;-8.5;-;16.67
Jaragua Cave;JAR7;-21.83;-56.583;204.5;7.976;-3.2;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;205;7.979;-3.7;-;-8.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;205.5;7.981;-3.7;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;206;7.983;-3.9;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;206.5;7.986;-3.9;-;-7.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;207;7.988;-4.3;-;-7.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;207.5;7.991;-4.1;-;-7.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;208;7.993;-2.4;-;-7.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;208.5;7.995;-2.5;-;-7.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;209;7.998;-3.1;-;-8.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;209.5;8;-3.9;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;210;8.002;-4.1;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;210.5;8.005;-3.2;-;-7.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;211;8.007;-3.2;-;-6.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;211.5;8.009;-3.9;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;212;8.012;-3.8;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;212.5;8.014;-3;-;-7.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;213;8.017;-2.9;-;-7.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;213.5;8.019;-3.1;-;-7.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;214;8.021;-3.8;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;214.5;8.024;-5.2;-;-9.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;215;8.026;-5.6;-;-9.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;215.5;8.028;-4.8;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;216;8.031;-4.5;-;-8.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;216.5;8.033;-4.2;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;217;8.035;-3.3;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;217.5;8.038;-4;-;-8.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;218;8.04;-4.7;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;218.5;8.043;-4.6;-;-8.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;219;8.045;-3.5;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;219.5;8.047;-2.1;-;-7.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;220;8.05;-2.3;-;-8.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;220.5;8.052;-2.4;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;221;8.054;-1.9;-;-7.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;221.5;8.057;-2.7;-;-7.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;222;8.059;-3.2;-;-8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;222.5;8.061;-3.1;-;-7.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;223;8.064;-3;-;-7.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;223.5;8.066;-3.8;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;224;8.069;-3.4;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;224.5;8.071;-2.4;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;225;8.073;-2;-;-8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;225.5;8.076;-2.1;-;-8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;226;8.078;-2;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;226.5;8.08;-1.3;-;-6.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;227;8.083;-1.5;-;-7.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;227.5;8.085;-1.9;-;-7.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;228;8.087;-2;-;-7.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;228.5;8.09;-2.8;-;-7.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;229;8.092;-2.9;-;-7.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;229.5;8.095;-3.2;-;-7.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;230;8.097;-3;-;-7.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;230.5;8.099;-3.4;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;231;8.102;-3.1;-;-8.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;231.5;8.104;-3.9;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;232;8.106;-4.1;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;232.5;8.109;-4.2;-;-9.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;233;8.111;-3.9;-;-9.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;233.5;8.113;-3.7;-;-9.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;234;8.116;-3.6;-;-9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;234.5;8.118;-3.7;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;235;8.121;-4.4;-;-9.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;235.5;8.123;-4.1;-;-8.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;236;8.125;-4.8;-;-9.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;236.5;8.128;-4.5;-;-9.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;237;8.13;-4.1;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;237.5;8.132;-3.1;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;238;8.135;-3.8;-;-8.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;238.5;8.137;-4;-;-8.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;239;8.14;-3.5;-;-7.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;239.5;8.142;-4.8;-;-9.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;240;8.144;-4.5;-;-9.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;240.5;8.147;-4.2;-;-9.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;241;8.149;-3.8;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;241.5;8.151;-2.7;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;242;8.154;-3.9;-;-9.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;242.5;8.156;-5.3;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;243;8.158;-6.1;-;-8.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;243.5;8.161;-5.7;-;-9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;244;8.163;-3.8;-;-8.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;244.5;8.166;-3.3;-;-8.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;245;8.168;-2.9;-;-8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;245.5;8.17;-2.1;-;-7.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;246;8.173;-3.2;-;-7.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;246.5;8.175;-4;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;247;8.177;-3.7;-;-7.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;247.5;8.18;-4.3;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;248;8.182;-3.9;-;-7.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;248.5;8.184;-4;-;-7.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;249;8.187;-5.3;-;-9.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;249.5;8.189;-4.7;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;250;8.192;-3.6;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;250.5;8.194;-3.3;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;251;8.196;-3.1;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;251.5;8.199;-3.1;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;252;8.201;-3.4;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;252.5;8.203;-4;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;253;8.206;-4;-;-8.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;253.5;8.208;-4.1;-;-8.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;254;8.21;-5;-;-9.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;254.5;8.213;-3.8;-;-8.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;255;8.215;-4.1;-;-8.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;255.5;8.218;-4.9;-;-9.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;256;8.22;-5.2;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;256.5;8.222;-5.1;-;-9.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;257;8.225;-4.1;-;-9.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;257.5;8.227;-4.2;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;258;8.229;-5;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;258.5;8.232;-5.8;-;-9.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;259;8.234;-5.2;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;259.5;8.236;-4.7;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;260;8.239;-4.3;-;-7.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;260.5;8.241;-6;-;-9.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;261;8.244;-4.9;-;-9.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;261.5;8.246;-2.6;-;-7.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;262;8.248;-4.5;-;-9.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;262.5;8.251;-4.8;-;-9.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;263;8.253;-3.8;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;263.5;8.255;-3.5;-;-8.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;264;8.258;-4;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;264.5;8.26;-4.5;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;265;8.262;-4.9;-;-7.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;265.5;8.265;-5.1;-;-7.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;266;8.267;-6;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;266.5;8.27;-5.7;-;-9.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;267;8.272;-4;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;267.5;8.274;-3.7;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;268;8.277;-2.9;-;-7.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;268.5;8.279;-3.1;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;269;8.281;-3.4;-;-8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;269.5;8.284;-3.6;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;270;8.286;-4.1;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;270.5;8.288;-4.2;-;-8.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;271;8.291;-3.5;-;-8.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;271.5;8.293;-3.3;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;272;8.296;-3.1;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;272.5;8.298;-3.7;-;-9.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;273;8.3;-3.4;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;273.5;8.303;-3.6;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;274;8.305;-4.1;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;274.5;8.307;-4;-;-9.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;275;8.31;-3.4;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;275.5;8.312;-4.5;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;276;8.314;-5.3;-;-9.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;276.5;8.317;-3.8;-;-8.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;277;8.319;-3.6;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;277.5;8.322;-3.4;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;278;8.324;-3.8;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;278.5;8.326;-3.6;-;-8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;279;8.329;-2;-;-6.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;279.5;8.331;-2.5;-;-7.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;280;8.333;-3.5;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;280.5;8.336;-4.6;-;-9.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;281;8.338;-4.1;-;-9.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;281.5;8.34;-3.8;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;282;8.343;-3.1;-;-9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;282.5;8.345;-2.8;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;283;8.348;-3.4;-;-9.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;283.5;8.35;-3.5;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;284;8.352;-4.1;-;-8.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;284.5;8.355;-4.8;-;-8.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;285;8.357;-5.7;-;-9.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;285.5;8.359;-5.7;-;-9.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;286;8.362;-5.7;-;-9.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;286.5;8.364;-5.7;-;-9.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;287;8.366;-6.8;-;-9.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;287.5;8.369;-4.9;-;-8.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;288;8.371;-3.1;-;-7.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;288.5;8.374;-2.1;-;-7.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;289;8.376;-2.2;-;-7.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;289.5;8.378;-1.7;-;-7.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;290;8.381;-2.7;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;290.5;8.383;-2.7;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;291;8.385;-3.3;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;291.5;8.388;-3.2;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;292;8.39;-3;-;-7.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;292.5;8.392;-3.6;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;293;8.395;-3.6;-;-7.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;293.5;8.397;-4;-;-7.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;294;8.4;-5;-;-8.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;294.5;8.402;-5.3;-;-8.7;-;250
Jaragua Cave;JAR7;-21.83;-56.583;295;8.404;-5.8;-;-9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;295.5;8.407;-5.5;-;-9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;296;8.409;-2.5;-;-7.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;296.5;8.411;-3.5;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;297;8.414;-4.5;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;297.5;8.416;-3.9;-;-8.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;298;8.419;-3.8;-;-8.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;298.5;8.421;-2.7;-;-7.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;299;8.423;-3.3;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;299.5;8.426;-4;-;-9.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;300;8.428;-3.8;-;-8.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;300.5;8.43;-3.6;-;-8.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;301;8.433;-3.1;-;-7.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;301.5;8.435;-3.4;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;302;8.437;-4;-;-9.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;302.5;8.44;-3.5;-;-7.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;303;8.442;-4.4;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;303.5;8.445;-3.7;-;-7.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;304;8.447;-4.6;-;-9.1;-;250
Jaragua Cave;JAR7;-21.83;-56.583;304.5;8.449;-4.3;-;-9.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;305;8.452;-4;-;-9.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;305.5;8.454;-4.1;-;-9.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;306;8.456;-2.9;-;-7.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;306.5;8.459;-4.1;-;-8.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;307;8.461;-3.7;-;-8.6;-;250
Jaragua Cave;JAR7;-21.83;-56.583;307.5;8.463;-2.9;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;308;8.466;-3.8;-;-9.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;308.5;8.468;-3.4;-;-8.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;309;8.471;-3.8;-;-9.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;309.5;8.473;-3.3;-;-8.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;310;8.475;-3.5;-;-8.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;310.5;8.478;-3.1;-;-7.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;311;8.48;-3.6;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;311.5;8.482;-3.2;-;-8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;312;8.485;-3.7;-;-8.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;312.5;8.487;-3.5;-;-8.5;-;250
Jaragua Cave;JAR7;-21.83;-56.583;313;8.489;-3.8;-;-8.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;313.5;8.492;-3.8;-;-8.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;314;8.494;-3.4;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;314.5;8.497;-2.9;-;-7.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;315;8.499;-4.5;-;-9.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;315.5;8.501;-3.7;-;-7.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;316;8.504;-3.4;-;-6.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;316.5;8.506;-4.4;-;-7.4;-;250
Jaragua Cave;JAR7;-21.83;-56.583;317;8.508;-5.2;-;-8.2;-;250
Jaragua Cave;JAR7;-21.83;-56.583;317.5;8.511;-4.1;-;-6.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;318;8.513;-3.2;-;-5.8;-;250
Jaragua Cave;JAR7;-21.83;-56.583;318.5;8.515;-3.7;-;-7.3;-;250
Jaragua Cave;JAR7;-21.83;-56.583;319;8.518;-2.6;-;-4.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;319.5;8.52;-2.9;-;-4.9;-;250
Jaragua Cave;JAR7;-21.83;-56.583;320;8.523;-3.2;-;-7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;320.8;8.525;-4.3;-;-7.5;-;400
Jaragua Cave;JAR7;-21.83;-56.583;321.6;8.527;-3.8;-;-7;-;400
Jaragua Cave;JAR7;-21.83;-56.583;322.4;8.53;-2.8;-;-6.7;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;323.2;8.532;-3.9;-;-6.3;-;400
Jaragua Cave;JAR7;-21.83;-56.583;324;8.539;-3.2;-;-7.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;324.8;8.546;-2.9;-;-7.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;325.6;8.553;-3.5;-;-7.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;326.4;8.559;-4.4;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;327.2;8.566;-4.1;-;-8.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;328;8.573;-4.6;-;-8.9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;328.8;8.58;-4.4;-;-8.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;329.6;8.587;-5.2;-;-8.8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;330.4;8.594;-4.2;-;-9.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;331.2;8.601;-3.7;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;332;8.607;-4;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;332.8;8.614;-4.5;-;-8.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;333.6;8.621;-5.4;-;-8.9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;334.4;8.628;-5.1;-;-8.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;335.2;8.635;-5.2;-;-8.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;336;8.642;-4.1;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;336.8;8.649;-3.1;-;-8.9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;337.6;8.655;-3;-;-8.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;338.4;8.662;-2.9;-;-8.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;339.2;8.669;-3.7;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;340;8.676;-4.2;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;340.8;8.683;-4.2;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;341.6;8.69;-4.1;-;-9.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;342.4;8.696;-3.9;-;-9.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;343.2;8.703;-4;-;-8.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;344;8.71;-4.7;-;-9.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;344.8;8.717;-4.1;-;-9.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;345.6;8.724;-3.7;-;-8.4;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;346.4;8.731;-3.5;-;-8.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;347.2;8.738;-4.5;-;-8.7;-;114.29
