caves;stalagmite;latitude;longitude;depth;age;O18;O18_error;C13;C13_error;
Paixao Cave;PX7;-12.6182;-41.0184;694.2;18.03978;-3.5795;0.1;-11.22;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;695.4;18.04991;-2.710166667;0.1;-9.77;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;696.6;18.06004;-2.126333333;0.1;-8.5;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;697.8;18.07017;-3.66;0.1;-9.75;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;699;18.0803;-2.662833333;0.1;-7.4;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;700.2;18.09043;-2.651625;0.1;-8.59;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;701.4;18.10057;-2.351833333;0.1;-8.86;-;118.34
Paixao Cave;PX7;-12.6182;-41.0184;702.6;18.1107;-3.188875;0.1;-10.45;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;703.8;18.12083;-1.305;0.1;-8.67;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;705;18.13096;-3.473166667;0.1;-11.14;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;706.2;18.14109;-4.619285714;0.1;-11.04;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;707.4;18.15122;-2.543166667;0.1;-8.34;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;708.6;18.16135;-1.5825;0.1;-8.21;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;709.8;18.17148;-2.891666667;0.1;-10.87;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;711;18.18161;-2.220666667;0.1;-7.9;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;712.2;18.19174;-2.671666667;0.1;-8.74;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;713.4;18.20187;-3.6005;0.1;-10.12;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;714.6;18.212;-3.531;0.1;-10.58;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;715.8;18.22213;-3.685666667;0.1;-8.73;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;717;18.23226;-3.808833333;0.1;-10.49;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;718.2;18.24239;-4.840333333;0.1;-11.03;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;719.4;18.25252;-3.3206;0.1;-10.25;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;720.6;18.26265;-3.748714286;0.1;-11.28;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;721.8;18.27278;-3.9024;0.1;-11.69;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;723;18.28291;-1.911833333;0.1;-8.24;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;724.2;18.29304;-2.956;0.1;-9.96;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;725.4;18.30317;-2.292;0.1;-7.8;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;726.6;18.3133;-4.081888889;0.1;-11.43;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;727.8;18.32343;-3.441857143;0.1;-10.32;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;729;18.33357;-3.972166667;0.1;-9.59;-;118.34
Paixao Cave;PX7;-12.6182;-41.0184;730.2;18.3437;-3.538571429;0.1;-8.57;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;731.4;18.35383;-4.105714286;0.1;-10.06;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;732.6;18.36396;-2.0488;0.1;-8.7;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;733.8;18.37409;-4.376428571;0.1;-11.43;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;735;18.38422;-3.7195;0.1;-8.8;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;736.2;18.39435;-4.133166667;0.1;-10.35;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;737.4;18.40448;-3.965666667;0.1;-9.96;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;738.6;18.41461;-4.192833333;0.1;-10.39;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;739.8;18.42474;-2.155333333;0.1;-7.99;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;741;18.43487;-3.029;0.1;-7.92;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;742.2;18.445;-2.179333333;0.1;-7.47;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;743.4;18.45513;-3.503666667;0.1;-8.94;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;744.6;18.46526;-3.804571429;0.1;-10.05;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;745.8;18.47539;-3.409666667;0.1;-7.9;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;747;18.48552;-3.837333333;0.1;-8.24;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;748.2;18.49565;-3.425833333;0.1;-10.34;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;749.4;18.50578;-3.711142857;0.1;-9.48;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;750.6;18.51591;-4.122875;0.1;-9.69;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;751.8;18.52604;-3.024;0.1;-8.58;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;753;18.53617;-3.820333333;0.1;-8.67;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;754.2;18.5463;-3.9085;0.1;-8.39;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;755.4;18.55643;-2.792833333;0.1;-6.42;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;756.6;18.56657;-2.573333333;0.1;-7.89;-;118.34
Paixao Cave;PX7;-12.6182;-41.0184;757.8;18.5767;-2.717333333;0.1;-8.41;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;759;18.58683;-3.3379;0.1;-8.02;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;760.2;18.59696;-2.1405;0.1;-8.97;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;761.4;18.60709;-2.541166667;0.1;-9.43;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;762.6;18.61722;-1.253;0.1;-8.4;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;765;18.63748;-3.176;0.1;-9.89;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;766.2;18.64761;-3.212166667;0.1;-10.27;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;767.4;18.65774;-4.711166667;0.1;-11.03;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;768.6;18.66787;-3.675142857;0.1;-8.7;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;769.8;18.678;-3.071714286;0.1;-8.07;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;771;18.68813;-3.448333333;0.1;-7.98;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;772.2;18.69826;-2.3145;0.1;-7.06;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;773.4;18.70839;-1.706;0.1;-6.93;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;774.6;18.71852;-3.192571429;0.1;-7.1;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;775.8;18.72865;-2.661666667;0.1;-10.01;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;777;18.73878;-3.806666667;0.1;-8.52;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;778.2;18.74891;-2.6792;0.1;-9.72;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;779.4;18.75904;-2.967666667;0.1;-8.57;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;780.6;18.76917;-3.196333333;0.1;-7.97;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;781.8;18.7793;-4.137;0.1;-10.77;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;783;18.78943;-1.684166667;0.1;-8.16;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;784.2;18.79957;-4.576166667;0.1;-11.42;-;118.34
Paixao Cave;PX7;-12.6182;-41.0184;785.4;18.8097;-3.062166667;0.1;-10.14;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;786.6;18.81983;-3.393833333;0.1;-9.87;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;787.8;18.82996;-3.664833333;0.1;-8.1;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;789;18.84009;-3.772166667;0.1;-9.2;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;790.2;18.85022;-4.358166667;0.1;-9.68;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;791.4;18.86035;-3.704833333;0.1;-8.89;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;792.6;18.87048;-2.5872;0.1;-7.79;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;793.8;18.88061;-3.150166667;0.1;-10.7;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;795;18.89074;-4.073285714;0.1;-9.84;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;796.2;18.90087;-3.18;0.1;-8.28;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;797.4;18.911;-2.802142857;0.1;-7.93;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;798.6;18.92113;-4.322833333;0.1;-11.27;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;799.8;18.93126;-3.907333333;0.1;-11.55;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;801;18.94139;-3.4156;0.1;-8.86;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;802.2;18.95152;-2.751666667;0.1;-10.36;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;803.4;18.96165;-3.352;0.1;-7.57;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;804.6;18.97178;-3.386;0.1;-8.12;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;805.8;18.98191;-3.670166667;0.1;-9;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;807;18.99204;-3.528;0.1;-9.88;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;808.2;19.00217;-3.537833333;0.1;-9.07;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;809.4;19.0123;-4.174333333;0.1;-10.64;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;810.6;19.02243;-3.873666667;0.1;-9.55;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;811.8;19.03257;-4.165714286;0.1;-10.29;-;118.34
Paixao Cave;PX7;-12.6182;-41.0184;813;19.0427;-3.1165;0.1;-7.43;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;814.2;19.05283;-3.306166667;0.1;-8.14;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;815.4;19.06296;-2.8705;0.1;-7.32;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;816.6;19.07309;-3.554666667;0.1;-8.02;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;817.8;19.08322;-2.856;0.1;-6.94;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;819;19.09335;-3.6914;0.1;-9.26;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;820.2;19.10348;-3.054333333;0.1;-7.18;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;821.4;19.11361;-3.760333333;0.1;-9.31;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;822.6;19.12374;-2.8322;0.1;-6.35;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;823.8;19.13387;-4.060666667;0.1;-10.03;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;825;19.144;-3.520142857;0.1;-8.56;-;118.46
Paixao Cave;PX7;-12.6182;-41.0184;827.5;19.17338;-3.519333333;0.1;-10.74;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;830;19.20275;-4.154333333;0.1;-10.63;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;832.5;19.23213;-4.247833333;0.1;-10.67;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;835;19.26151;-4.589;0.1;-10.94;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;837.5;19.29089;-2.968428571;0.1;-7.86;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;840;19.32026;-3.321142857;0.1;-8.07;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;842.5;19.34964;-1.879857143;0.1;-8.69;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;845;19.37902;-1.931833333;0.1;-8.59;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;847.5;19.4084;-3.66175;0.1;-10.43;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;850;19.43777;-3.855666667;0.1;-9.27;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;852.5;19.46715;-2.680333333;0.1;-9.27;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;855;19.49653;-3.536;0.1;-10.65;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;857.5;19.52591;-3.159666667;0.1;-6.93;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;860;19.55528;-2.536833333;0.1;-8.02;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;862.5;19.58466;-2.904;0.1;-6.07;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;865;19.61404;-4.339666667;0.1;-10.19;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;867.5;19.64342;-3.604625;0.1;-9.38;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;870;19.67279;-3.649666667;0.1;-8.6;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;875;19.73155;-3.7746;0.1;-9.26;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;877.5;19.76092;-2.364857143;0.1;-9.05;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;880;19.7903;-1.4414;0.1;-8.68;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;882.5;19.81968;-2.725428571;0.1;-6.89;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;885;19.84906;-3.194333333;0.1;-7.11;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;887.5;19.87843;-3.64;0.1;-10.43;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;890;19.90781;-2.971;0.1;-7.47;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;892.5;19.93719;-3.362571429;0.1;-9.49;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;895;19.96657;-1.459833333;0.1;-8.63;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;897.5;19.99594;-1.762142857;0.1;-8.25;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;900;20.02532;-2.616666667;0.1;-9.53;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;902.5;20.0547;-3.323666667;0.1;-8.44;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;905;20.08408;-1.9445;0.1;-6.37;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;907.5;20.11345;-3.7095;0.1;-9.61;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;910;20.14283;-3.285333333;0.1;-7.15;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;912.5;20.17221;-2.914333333;0.1;-8.79;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;915;20.20158;-2.434714286;0.1;-10.3;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;917.5;20.23096;-3.6932;0.1;-9.55;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;920;20.26034;-2.713625;0.1;-9.59;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;922.5;20.28972;-2.6345;0.1;-8.76;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;925;20.31909;-3.032833333;0.1;-10.24;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;927.5;20.34847;-2.2424;0.1;-9.46;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;930;20.37785;-3.540625;0.1;-8.19;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;932.5;20.40723;-4.161666667;0.1;-10.41;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;935;20.4366;-3.165333333;0.1;-7.48;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;937.5;20.46598;-2.838666667;0.1;-9.29;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;940;20.49536;-3.1655;0.1;-8.85;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;942.5;20.52474;-3.570333333;0.1;-10.04;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;945;20.55411;-1.7585;0.1;-8.06;-;85.12
Paixao Cave;PX7;-12.6182;-41.0184;947.5;20.58349;-3.8374;0.1;-8.74;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;950;20.61287;-3.658714286;0.1;-8.44;-;85.09
Paixao Cave;PX7;-12.6182;-41.0184;951.7;20.63824;-4.522166667;0.1;-10.03;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;953.4;20.66361;-2.196857143;0.1;-4.59;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;955.1;20.68898;-1.995714286;0.1;-7.32;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;956.8;20.71434;-3.8135;0.1;-9.69;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;958.5;20.73971;-3.628833333;0.1;-9.16;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;960.2;20.76508;-2.575888889;0.1;-8.95;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;961.9;20.79045;-3.427166667;0.1;-9.4;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;963.6;20.81582;-3.4236;0.1;-8.39;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;965.3;20.84119;-3.673833333;0.1;-9.56;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;967;20.86655;-2.475666667;0.1;-7.31;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;968.7;20.89192;-1.684833333;0.1;-8.34;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;970.4;20.91729;-2.093333333;0.1;-8.59;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;972.1;20.94266;-2.646857143;0.1;-8.82;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;973.8;20.96803;-2.855666667;0.1;-9.68;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;975.5;20.9934;-3.276714286;0.1;-8.44;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;977.2;21.01877;-3.954333333;0.1;-10.33;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;978.9;21.04413;-1.25;0.1;-7.47;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;980.6;21.0695;-1.600857143;0.1;-8.21;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;982.3;21.09487;-3.158714286;0.1;-10.75;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;984;21.12024;-2.678;0.1;-9.62;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;985.7;21.14561;-1.025125;0.1;-7.76;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;987.4;21.17098;-3.448571429;0.1;-9.32;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;989.1;21.19634;-2.6682;0.1;-7.75;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;990.8;21.22171;-3.848333333;0.1;-10.91;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;992.5;21.24708;-3.286571429;0.1;-8.69;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;994.2;21.27245;-3.253;0.1;-10.27;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;995.9;21.29782;-2.596;0.1;-5.81;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;997.6;21.32319;-1.9388;0.1;-6.29;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;999.3;21.34855;-3.011333333;0.1;-7.58;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;1001;21.37392;-3.6316;0.1;-9.58;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1002.7;21.39929;-3.6826;0.1;-8.96;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1004.4;21.42466;-3.152333333;0.1;-8.17;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1006.1;21.45003;-2.851666667;0.1;-7.1;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1007.8;21.4754;-3.496833333;0.1;-10.33;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1009.5;21.50077;-2.9235;0.1;-7.33;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1011.2;21.52613;-3.1685;0.1;-8.97;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;1012.9;21.5515;-3.9804;0.1;-10.51;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1014.6;21.57687;-2.996285714;0.1;-8.69;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1016.3;21.60224;-1.606;0.1;-7.47;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1018;21.62761;-3.390666667;0.1;-9.77;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1019.7;21.65298;-3.748571429;0.1;-10.01;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1021.4;21.67834;-2.691666667;0.1;-7.29;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;1023.1;21.70371;-3.060166667;0.1;-7.9;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1024.8;21.72908;-3.813166667;0.1;-9.92;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1026.5;21.75445;-2.8015;0.1;-7.25;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1028.2;21.77982;-2.7538;0.1;-7.13;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1029.9;21.80519;-2.855666667;0.1;-9.37;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1031.6;21.83056;-2.341;0.1;-9.52;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1033.3;21.85592;-2.0598;0.1;-8.36;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;1035;21.88129;-2.638714286;0.1;-9.09;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1036.7;21.90666;-2.949666667;0.1;-7.9;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1038.4;21.93203;-1.781;0.1;-8.17;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1041.8;21.98277;-3.617833333;0.1;-10.41;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1043.5;22.00813;-3.6355;0.1;-10.22;-;67.03
Paixao Cave;PX7;-12.6182;-41.0184;1045.2;22.0335;-2.913166667;0.1;-7.68;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1046.9;22.05887;-1.6535;0.1;-9.23;-;67.01
Paixao Cave;PX7;-12.6182;-41.0184;1048.6;22.09645;-2.157;0.1;-9.54;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1050.3;22.13404;-3.063666667;0.1;-7.55;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1052;22.17162;-4.0566;0.1;-10.73;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1053.7;22.20921;-3.9552;0.1;-10.84;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1055.4;22.24679;-4.0115;0.1;-9.64;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1057.1;22.28438;-3.795833333;0.1;-8.93;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1058.8;22.32196;-2.8606;0.1;-7.49;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1060.5;22.35955;-3.2038;0.1;-8.58;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1062.2;22.39713;-3.034166667;0.1;-10.03;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1063.9;22.43472;-2.1702;0.1;-8.86;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1065.6;22.4723;-4.193;0.1;-10.3;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1067.3;22.50989;-3.1084;0.1;-6.93;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1069;22.54747;-3.6915;0.1;-9.13;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1070.7;22.58506;-3.742;0.1;-9.16;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1072.4;22.62264;-3.434;0.1;-8.04;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1074.1;22.66023;-3.590666667;0.1;-9.89;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1075.8;22.69781;-3.276166667;0.1;-7.46;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1077.5;22.7354;-3.145285714;0.1;-7.56;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1079.2;22.77298;-2.927666667;0.1;-7.4;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1080.9;22.81057;-3.969833333;0.1;-10.18;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1082.6;22.84815;-3.186833333;0.1;-7.45;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1084.3;22.88573;-3.626833333;0.1;-8.21;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1086;22.92332;-2.432333333;0.1;-5.73;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1087.7;22.9609;-4.267666667;0.1;-9.77;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1089.4;22.99849;-3.051666667;0.1;-7.6;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1091.1;23.03607;-3.5694;0.1;-9.35;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1092.8;23.07366;-3.826166667;0.1;-10.01;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1094.5;23.11124;-3.137444444;0.1;-8.9;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1096.2;23.14883;-2.545;0.1;-7.38;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1097.9;23.18641;-3.8245;0.1;-10.54;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1099.6;23.224;-2.5634;0.1;-7.39;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1101.3;23.26158;-2.580571429;0.1;-6.43;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1103;23.29917;-3.102333333;0.1;-8.81;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1104.7;23.33675;-3.2945;0.1;-7.74;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1106.4;23.37434;-3.0766;0.1;-7.05;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1108.1;23.41192;-3.376166667;0.1;-8.21;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1109.8;23.44951;-3.312333333;0.1;-8.5;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1111.5;23.48709;-3.484833333;0.1;-7.91;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1113.2;23.52468;-3.49;0.1;-6.72;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1114.9;23.56226;-2.321;0.1;-5.42;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1116.6;23.59985;-5.632;0.1;-8.48;-;45.22
Paixao Cave;PX7;-12.6182;-41.0184;1118.3;23.63743;-3.700666667;0.1;-8.24;-;45.24
Paixao Cave;PX7;-12.6182;-41.0184;1120;23.67501;-3.476;0.1;-8.71;-;45.24
