caves;stalagmite;age;temp
Cueva de Diamante;NAR-C;2.18;20.46
Cueva de Diamante;NAR-C;2.17;20.37
Cueva de Diamante;NAR-C;2.16;20.35
Cueva de Diamante;NAR-C;2.15;20.49
Cueva de Diamante;NAR-C;2.14;20.58
Cueva de Diamante;NAR-C;2.13;20.54
Cueva de Diamante;NAR-C;2.12;20.38
Cueva de Diamante;NAR-C;2.11;20.51
Cueva de Diamante;NAR-C;2.1;20.52
Cueva de Diamante;NAR-C;2.09;20.38
Cueva de Diamante;NAR-C;2.08;20.29
Cueva de Diamante;NAR-C;2.07;20.39
Cueva de Diamante;NAR-C;2.06;20.3
Cueva de Diamante;NAR-C;2.05;20.55
Cueva de Diamante;NAR-C;2.04;20.37
Cueva de Diamante;NAR-C;2.03;20.46
Cueva de Diamante;NAR-C;2.02;20.39
Cueva de Diamante;NAR-C;2.01;20.46
Cueva de Diamante;NAR-C;2;20.51
Cueva de Diamante;NAR-C;1.99;20.38
Cueva de Diamante;NAR-C;1.98;20.52
Cueva de Diamante;NAR-C;1.97;20.23
Cueva de Diamante;NAR-C;1.96;20.33
Cueva de Diamante;NAR-C;1.95;20.37
Cueva de Diamante;NAR-C;1.94;20.53
Cueva de Diamante;NAR-C;1.93;20.39
Cueva de Diamante;NAR-C;1.92;20.53
Cueva de Diamante;NAR-C;1.91;20.46
Cueva de Diamante;NAR-C;1.9;20.54
Cueva de Diamante;NAR-C;1.89;20.43
Cueva de Diamante;NAR-C;1.88;20.41
Cueva de Diamante;NAR-C;1.87;20.35
Cueva de Diamante;NAR-C;1.86;20.56
Cueva de Diamante;NAR-C;1.85;20.32
Cueva de Diamante;NAR-C;1.84;20.57
Cueva de Diamante;NAR-C;1.83;20.44
Cueva de Diamante;NAR-C;1.82;20.43
Cueva de Diamante;NAR-C;1.81;20.61
Cueva de Diamante;NAR-C;1.8;20.52
Cueva de Diamante;NAR-C;1.79;20.48
Cueva de Diamante;NAR-C;1.78;20.41
Cueva de Diamante;NAR-C;1.77;20.6
Cueva de Diamante;NAR-C;1.76;20.57
Cueva de Diamante;NAR-C;1.75;20.46
Cueva de Diamante;NAR-C;1.74;20.43
Cueva de Diamante;NAR-C;1.73;20.4
Cueva de Diamante;NAR-C;1.72;20.39
Cueva de Diamante;NAR-C;1.71;20.5
Cueva de Diamante;NAR-C;1.7;20.47
Cueva de Diamante;NAR-C;1.69;20.42
Cueva de Diamante;NAR-C;1.68;20.47
Cueva de Diamante;NAR-C;1.67;20.52
Cueva de Diamante;NAR-C;1.66;20.41
Cueva de Diamante;NAR-C;1.65;20.45
Cueva de Diamante;NAR-C;1.64;20.44
Cueva de Diamante;NAR-C;1.63;20.35
Cueva de Diamante;NAR-C;1.62;20.57
Cueva de Diamante;NAR-C;1.61;20.5
Cueva de Diamante;NAR-C;1.6;20.69
Cueva de Diamante;NAR-C;1.59;20.63
Cueva de Diamante;NAR-C;1.58;20.56
Cueva de Diamante;NAR-C;1.57;20.52
Cueva de Diamante;NAR-C;1.56;20.5
Cueva de Diamante;NAR-C;1.55;20.53
Cueva de Diamante;NAR-C;1.54;20.42
Cueva de Diamante;NAR-C;1.53;20.54
Cueva de Diamante;NAR-C;1.52;20.5
Cueva de Diamante;NAR-C;1.51;20.25
Cueva de Diamante;NAR-C;1.5;20.5
Cueva de Diamante;NAR-C;1.49;20.35
Cueva de Diamante;NAR-C;1.48;20.53
Cueva de Diamante;NAR-C;1.47;20.41
Cueva de Diamante;NAR-C;1.46;20.44
Cueva de Diamante;NAR-C;1.45;20.45
Cueva de Diamante;NAR-C;1.44;20.36
Cueva de Diamante;NAR-C;1.43;20.4
Cueva de Diamante;NAR-C;1.42;20.46
Cueva de Diamante;NAR-C;1.41;20.34
Cueva de Diamante;NAR-C;1.4;20.34
Cueva de Diamante;NAR-C;1.39;20.33
Cueva de Diamante;NAR-C;1.38;20.48
Cueva de Diamante;NAR-C;1.37;20.41
Cueva de Diamante;NAR-C;1.36;20.42
Cueva de Diamante;NAR-C;1.35;20.4
Cueva de Diamante;NAR-C;1.34;20.43
Cueva de Diamante;NAR-C;1.33;20.42
Cueva de Diamante;NAR-C;1.32;20.55
Cueva de Diamante;NAR-C;1.31;20.44
Cueva de Diamante;NAR-C;1.3;20.57
Cueva de Diamante;NAR-C;1.29;20.44
Cueva de Diamante;NAR-C;1.28;20.34
Cueva de Diamante;NAR-C;1.27;20.52
Cueva de Diamante;NAR-C;1.26;20.51
Cueva de Diamante;NAR-C;1.25;20.53
Cueva de Diamante;NAR-C;1.24;20.47
Cueva de Diamante;NAR-C;1.23;20.6
Cueva de Diamante;NAR-C;1.22;20.44
Cueva de Diamante;NAR-C;1.21;20.54
Cueva de Diamante;NAR-C;1.2;20.35
Cueva de Diamante;NAR-C;1.19;20.48
Cueva de Diamante;NAR-C;1.18;20.54
Cueva de Diamante;NAR-C;1.17;20.52
Cueva de Diamante;NAR-C;1.16;20.56
Cueva de Diamante;NAR-C;1.15;20.49
Cueva de Diamante;NAR-C;1.14;20.52
Cueva de Diamante;NAR-C;1.13;20.61
Cueva de Diamante;NAR-C;1.12;20.49
Cueva de Diamante;NAR-C;1.11;20.51
Cueva de Diamante;NAR-C;1.1;20.46
Cueva de Diamante;NAR-C;1.09;20.53
Cueva de Diamante;NAR-C;1.08;20.51
Cueva de Diamante;NAR-C;1.07;20.53
Cueva de Diamante;NAR-C;1.06;20.49
Cueva de Diamante;NAR-C;1.05;20.5
Cueva de Diamante;NAR-C;1.04;20.61
Cueva de Diamante;NAR-C;1.03;20.6
Cueva de Diamante;NAR-C;1.02;20.6
Cueva de Diamante;NAR-C;1.01;20.57
Cueva de Diamante;NAR-C;1;20.51
Cueva de Diamante;NAR-C;0.99;20.46
Cueva de Diamante;NAR-C;0.98;20.61
Cueva de Diamante;NAR-C;0.97;20.38
Cueva de Diamante;NAR-C;0.96;20.57
Cueva de Diamante;NAR-C;0.95;20.59
Cueva de Diamante;NAR-C;0.94;20.69
Cueva de Diamante;NAR-C;0.93;20.58
Cueva de Diamante;NAR-C;0.92;20.69
Cueva de Diamante;NAR-C;0.91;20.55
Cueva de Diamante;NAR-C;0.9;20.52
Cueva de Diamante;NAR-C;0.89;20.45
Cueva de Diamante;NAR-C;0.88;20.56
Cueva de Diamante;NAR-C;0.87;20.55
Cueva de Diamante;NAR-C;0.86;20.7
Cueva de Diamante;NAR-C;0.85;20.53
Cueva de Diamante;NAR-C;0.84;20.55
Cueva de Diamante;NAR-C;0.83;20.69
Cueva de Diamante;NAR-C;0.82;20.62
Cueva de Diamante;NAR-C;0.81;20.42
Cueva de Diamante;NAR-C;0.8;20.46
Cueva de Diamante;NAR-C;0.79;20.63
Cueva de Diamante;NAR-C;0.78;20.54
Cueva de Diamante;NAR-C;0.77;20.52
Cueva de Diamante;NAR-C;0.76;20.47
Cueva de Diamante;NAR-C;0.75;20.53
Cueva de Diamante;NAR-C;0.74;20.7
Cueva de Diamante;NAR-C;0.73;20.39
Cueva de Diamante;NAR-C;0.72;20.65
Cueva de Diamante;NAR-C;0.71;20.46
Cueva de Diamante;NAR-C;0.7;20.53
Cueva de Diamante;NAR-C;0.69;20.63
Cueva de Diamante;NAR-C;0.68;20.51
Cueva de Diamante;NAR-C;0.67;20.54
Cueva de Diamante;NAR-C;0.66;20.45
Cueva de Diamante;NAR-C;0.65;20.5
Cueva de Diamante;NAR-C;0.64;20.59
Cueva de Diamante;NAR-C;0.63;20.61
Cueva de Diamante;NAR-C;0.62;20.67
Cueva de Diamante;NAR-C;0.61;20.54
Cueva de Diamante;NAR-C;0.6;20.8
Cueva de Diamante;NAR-C;0.59;20.64
Cueva de Diamante;NAR-C;0.58;20.68
Cueva de Diamante;NAR-C;0.57;20.67
Cueva de Diamante;NAR-C;0.56;20.58
Cueva de Diamante;NAR-C;0.55;20.42
Cueva de Diamante;NAR-C;0.54;20.59
Cueva de Diamante;NAR-C;0.53;20.63
Cueva de Diamante;NAR-C;0.52;20.72
Cueva de Diamante;NAR-C;0.51;20.6
Cueva de Diamante;NAR-C;0.5;20.48
Cueva de Diamante;NAR-C;0.49;20.57
Cueva de Diamante;NAR-C;0.48;20.57
Cueva de Diamante;NAR-C;0.47;20.6
Cueva de Diamante;NAR-C;0.46;20.69
Cueva de Diamante;NAR-C;0.45;20.51
Cueva de Diamante;NAR-C;0.44;20.84
Cueva de Diamante;NAR-C;0.43;20.67
Cueva de Diamante;NAR-C;0.42;20.91
Cueva de Diamante;NAR-C;0.41;20.53
Cueva de Diamante;NAR-C;0.4;20.84
Cueva de Diamante;NAR-C;0.39;20.62
Cueva de Diamante;NAR-C;0.38;20.81
Cueva de Diamante;NAR-C;0.37;20.82
Cueva de Diamante;NAR-C;0.36;20.78
Cueva de Diamante;NAR-C;0.35;20.7
Cueva de Diamante;NAR-C;0.34;20.71
Cueva de Diamante;NAR-C;0.33;20.92
Cueva de Diamante;NAR-C;0.32;20.71
Cueva de Diamante;NAR-C;0.31;20.67
Cueva de Diamante;NAR-C;0.3;20.77
Cueva de Diamante;NAR-C;0.29;20.61
Cueva de Diamante;NAR-C;0.28;20.78
Cueva de Diamante;NAR-C;0.27;20.88
Cueva de Diamante;NAR-C;0.26;20.66
Cueva de Diamante;NAR-C;0.25;20.74
Cueva de Diamante;NAR-C;0.24;20.68
Cueva de Diamante;NAR-C;0.23;20.77
Cueva de Diamante;NAR-C;0.22;20.62
Cueva de Diamante;NAR-C;0.21;20.7
Cueva de Diamante;NAR-C;0.2;20.75
Cueva de Diamante;NAR-C;0.19;20.66
Cueva de Diamante;NAR-C;0.18;20.9
Cueva de Diamante;NAR-C;0.17;20.75
Cueva de Diamante;NAR-C;0.16;20.72
Cueva de Diamante;NAR-C;0.15;20.6
Cueva de Diamante;NAR-C;0.14;20.72
Cueva de Diamante;NAR-C;0.13;20.76
Cueva de Diamante;NAR-C;0.12;20.74
Cueva de Diamante;NAR-C;0.11;20.76
Cueva de Diamante;NAR-C;0.1;20.9
Cueva de Diamante;NAR-C;0.09;20.92
Cueva de Diamante;NAR-C;0.08;20.93
Cueva de Diamante;NAR-C;0.07;20.92
Cueva de Diamante;NAR-C;0.06;20.92
Cueva de Diamante;NAR-C;0.05;21.04
Cueva de Diamante;NAR-C;0.04;21.05
Cueva de Diamante;NAR-C;0.03;21.2
Cueva de Diamante;NAR-C;0.02;21.25
Cueva de Diamante;NAR-C;0.01;21.46
Jaragua Cave;JAR7;22.04;16.57
Jaragua Cave;JAR7;22.03;16.56
Jaragua Cave;JAR7;22.02;16.14
Jaragua Cave;JAR7;22.01;16.01
Jaragua Cave;JAR7;22;16.42
Jaragua Cave;JAR7;21.99;15.92
Jaragua Cave;JAR7;21.98;16.25
Jaragua Cave;JAR7;21.97;15.99
Jaragua Cave;JAR7;21.96;16.27
Jaragua Cave;JAR7;21.95;15.88
Jaragua Cave;JAR7;21.94;15.89
Jaragua Cave;JAR7;21.93;15.99
Jaragua Cave;JAR7;21.92;16
Jaragua Cave;JAR7;21.91;15.96
Jaragua Cave;JAR7;21.9;15.92
Jaragua Cave;JAR7;21.89;16.36
Jaragua Cave;JAR7;21.88;15.86
Jaragua Cave;JAR7;21.87;16.17
Jaragua Cave;JAR7;21.86;16.11
Jaragua Cave;JAR7;21.85;16.43
Jaragua Cave;JAR7;21.84;16.53
Jaragua Cave;JAR7;21.83;16.19
Jaragua Cave;JAR7;21.82;16.04
Jaragua Cave;JAR7;21.81;15.8
Jaragua Cave;JAR7;21.8;16.21
Jaragua Cave;JAR7;21.79;16.15
Jaragua Cave;JAR7;21.78;15.93
Jaragua Cave;JAR7;21.77;16.26
Jaragua Cave;JAR7;21.76;15.67
Jaragua Cave;JAR7;21.75;16.05
Jaragua Cave;JAR7;21.74;16.01
Jaragua Cave;JAR7;21.73;16.1
Jaragua Cave;JAR7;21.72;16.19
Jaragua Cave;JAR7;21.71;16.14
Jaragua Cave;JAR7;21.7;16.24
Jaragua Cave;JAR7;21.69;16.14
Jaragua Cave;JAR7;21.68;15.79
Jaragua Cave;JAR7;21.67;16.04
Jaragua Cave;JAR7;21.66;16.36
Jaragua Cave;JAR7;21.65;16
Jaragua Cave;JAR7;21.64;16.25
Jaragua Cave;JAR7;21.63;16.22
Jaragua Cave;JAR7;21.62;16.06
Jaragua Cave;JAR7;21.61;16.16
Jaragua Cave;JAR7;21.6;15.93
Jaragua Cave;JAR7;21.59;16.43
Jaragua Cave;JAR7;21.58;16.3
Jaragua Cave;JAR7;21.57;16.24
Jaragua Cave;JAR7;21.56;15.96
Jaragua Cave;JAR7;21.55;16.24
Jaragua Cave;JAR7;21.54;16.11
Jaragua Cave;JAR7;21.53;16
Jaragua Cave;JAR7;21.52;16.31
Jaragua Cave;JAR7;21.51;16.01
Jaragua Cave;JAR7;21.5;16.15
Jaragua Cave;JAR7;21.49;16.13
Jaragua Cave;JAR7;21.48;16.25
Jaragua Cave;JAR7;21.47;16.11
Jaragua Cave;JAR7;21.46;16.12
Jaragua Cave;JAR7;21.45;16.39
Jaragua Cave;JAR7;21.44;16.23
Jaragua Cave;JAR7;21.43;16.46
Jaragua Cave;JAR7;21.42;15.89
Jaragua Cave;JAR7;21.41;15.87
Jaragua Cave;JAR7;21.4;16.17
Jaragua Cave;JAR7;21.39;16.19
Jaragua Cave;JAR7;21.38;16.28
Jaragua Cave;JAR7;21.37;16.19
Jaragua Cave;JAR7;21.36;16.24
Jaragua Cave;JAR7;21.35;16.51
Jaragua Cave;JAR7;21.34;16.32
Jaragua Cave;JAR7;21.33;16.11
Jaragua Cave;JAR7;21.32;16.24
Jaragua Cave;JAR7;21.31;16.11
Jaragua Cave;JAR7;21.3;15.92
Jaragua Cave;JAR7;21.29;16.42
Jaragua Cave;JAR7;21.28;16.08
Jaragua Cave;JAR7;21.27;16.17
Jaragua Cave;JAR7;21.26;16.07
Jaragua Cave;JAR7;21.25;16.31
Jaragua Cave;JAR7;21.24;15.75
Jaragua Cave;JAR7;21.23;16.03
Jaragua Cave;JAR7;21.22;15.91
Jaragua Cave;JAR7;21.21;16.15
Jaragua Cave;JAR7;21.2;15.87
Jaragua Cave;JAR7;21.19;15.94
Jaragua Cave;JAR7;21.18;15.86
Jaragua Cave;JAR7;21.17;16.12
Jaragua Cave;JAR7;21.16;15.99
Jaragua Cave;JAR7;21.15;15.76
Jaragua Cave;JAR7;21.14;16.16
Jaragua Cave;JAR7;21.13;16.12
Jaragua Cave;JAR7;21.12;16.21
Jaragua Cave;JAR7;21.11;16.06
Jaragua Cave;JAR7;21.1;16.03
Jaragua Cave;JAR7;21.09;16.05
Jaragua Cave;JAR7;21.08;16.49
Jaragua Cave;JAR7;21.07;15.99
Jaragua Cave;JAR7;21.06;16.16
Jaragua Cave;JAR7;21.05;16.07
Jaragua Cave;JAR7;21.04;16.11
Jaragua Cave;JAR7;21.03;16.31
Jaragua Cave;JAR7;21.02;16
Jaragua Cave;JAR7;21.01;16.23
Jaragua Cave;JAR7;21;15.96
Jaragua Cave;JAR7;20.99;16.18
Jaragua Cave;JAR7;20.98;15.88
Jaragua Cave;JAR7;20.97;16.16
Jaragua Cave;JAR7;20.96;16.34
Jaragua Cave;JAR7;20.95;15.78
Jaragua Cave;JAR7;20.94;16.14
Jaragua Cave;JAR7;20.93;16.18
Jaragua Cave;JAR7;20.92;15.88
Jaragua Cave;JAR7;20.91;16.37
Jaragua Cave;JAR7;20.9;15.99
Jaragua Cave;JAR7;20.89;15.97
Jaragua Cave;JAR7;20.88;16.25
Jaragua Cave;JAR7;20.87;15.98
Jaragua Cave;JAR7;20.86;16.13
Jaragua Cave;JAR7;20.85;15.97
Jaragua Cave;JAR7;20.84;16.21
Jaragua Cave;JAR7;20.83;16.06
Jaragua Cave;JAR7;20.82;15.76
Jaragua Cave;JAR7;20.81;16
Jaragua Cave;JAR7;20.8;16.15
Jaragua Cave;JAR7;20.79;15.72
Jaragua Cave;JAR7;20.78;16.2
Jaragua Cave;JAR7;20.77;16.07
Jaragua Cave;JAR7;20.76;16.08
Jaragua Cave;JAR7;20.75;16.17
Jaragua Cave;JAR7;20.74;16.45
Jaragua Cave;JAR7;20.73;15.91
Jaragua Cave;JAR7;20.72;16.09
Jaragua Cave;JAR7;20.71;16.2
Jaragua Cave;JAR7;20.7;15.96
Jaragua Cave;JAR7;20.69;15.81
Jaragua Cave;JAR7;20.68;16
Jaragua Cave;JAR7;20.67;16.08
Jaragua Cave;JAR7;20.66;16.19
Jaragua Cave;JAR7;20.65;16.3
Jaragua Cave;JAR7;20.64;15.95
Jaragua Cave;JAR7;20.63;15.84
Jaragua Cave;JAR7;20.62;16.21
Jaragua Cave;JAR7;20.61;16.1
Jaragua Cave;JAR7;20.6;16.07
Jaragua Cave;JAR7;20.59;15.92
Jaragua Cave;JAR7;20.58;15.94
Jaragua Cave;JAR7;20.57;16.21
Jaragua Cave;JAR7;20.56;16.05
Jaragua Cave;JAR7;20.55;15.46
Jaragua Cave;JAR7;20.54;15.82
Jaragua Cave;JAR7;20.53;15.91
Jaragua Cave;JAR7;20.52;16.16
Jaragua Cave;JAR7;20.51;16.32
Jaragua Cave;JAR7;20.5;16.29
Jaragua Cave;JAR7;20.49;16.18
Jaragua Cave;JAR7;20.48;15.88
Jaragua Cave;JAR7;20.47;16.21
Jaragua Cave;JAR7;20.46;15.87
Jaragua Cave;JAR7;20.45;15.94
Jaragua Cave;JAR7;20.44;16.04
Jaragua Cave;JAR7;20.43;16.22
Jaragua Cave;JAR7;20.42;15.97
Jaragua Cave;JAR7;20.41;16.19
Jaragua Cave;JAR7;20.4;16.1
Jaragua Cave;JAR7;20.39;16.19
Jaragua Cave;JAR7;20.38;15.7
Jaragua Cave;JAR7;20.37;15.91
Jaragua Cave;JAR7;20.36;15.8
Jaragua Cave;JAR7;20.35;16.06
Jaragua Cave;JAR7;20.34;15.9
Jaragua Cave;JAR7;20.33;15.81
Jaragua Cave;JAR7;20.32;15.88
Jaragua Cave;JAR7;20.31;16.57
Jaragua Cave;JAR7;20.3;15.83
Jaragua Cave;JAR7;20.29;15.73
Jaragua Cave;JAR7;20.28;16.19
Jaragua Cave;JAR7;20.27;15.95
Jaragua Cave;JAR7;20.26;16.08
Jaragua Cave;JAR7;20.25;16.09
Jaragua Cave;JAR7;20.24;16.21
Jaragua Cave;JAR7;20.23;16
Jaragua Cave;JAR7;20.22;16.07
Jaragua Cave;JAR7;20.21;15.9
Jaragua Cave;JAR7;20.2;15.93
Jaragua Cave;JAR7;20.19;15.94
Jaragua Cave;JAR7;20.18;16.31
Jaragua Cave;JAR7;20.17;15.89
Jaragua Cave;JAR7;20.16;16.19
Jaragua Cave;JAR7;20.15;16.03
Jaragua Cave;JAR7;20.14;16.12
Jaragua Cave;JAR7;20.13;15.89
Jaragua Cave;JAR7;20.12;16.11
Jaragua Cave;JAR7;20.11;16.16
Jaragua Cave;JAR7;20.1;15.9
Jaragua Cave;JAR7;20.09;16.03
Jaragua Cave;JAR7;20.08;15.87
Jaragua Cave;JAR7;20.07;16.11
Jaragua Cave;JAR7;20.06;16.17
Jaragua Cave;JAR7;20.05;15.75
Jaragua Cave;JAR7;20.04;15.99
Jaragua Cave;JAR7;20.03;16.1
Jaragua Cave;JAR7;20.02;16.38
Jaragua Cave;JAR7;20.01;16.1
Jaragua Cave;JAR7;20;16.15
Jaragua Cave;JAR7;19.99;16.16
Jaragua Cave;JAR7;19.98;16.06
Jaragua Cave;JAR7;19.97;16.03
Jaragua Cave;JAR7;19.96;15.87
Jaragua Cave;JAR7;19.95;15.98
Jaragua Cave;JAR7;19.94;15.81
Jaragua Cave;JAR7;19.93;16.1
Jaragua Cave;JAR7;19.92;15.94
Jaragua Cave;JAR7;19.91;16.08
Jaragua Cave;JAR7;19.9;15.98
Jaragua Cave;JAR7;19.89;16.17
Jaragua Cave;JAR7;19.88;15.86
Jaragua Cave;JAR7;19.87;16.06
Jaragua Cave;JAR7;19.86;16.08
Jaragua Cave;JAR7;19.85;16.47
Jaragua Cave;JAR7;19.84;16.11
Jaragua Cave;JAR7;19.83;16.07
Jaragua Cave;JAR7;19.82;16.16
Jaragua Cave;JAR7;19.81;16.02
Jaragua Cave;JAR7;19.8;16.19
Jaragua Cave;JAR7;19.79;16.1
Jaragua Cave;JAR7;19.78;15.98
Jaragua Cave;JAR7;19.77;16.32
Jaragua Cave;JAR7;19.76;16.04
Jaragua Cave;JAR7;19.75;16.21
Jaragua Cave;JAR7;19.74;15.84
Jaragua Cave;JAR7;19.73;16.02
Jaragua Cave;JAR7;19.72;16.13
Jaragua Cave;JAR7;19.71;16.13
Jaragua Cave;JAR7;19.7;16.17
Jaragua Cave;JAR7;19.69;16.07
Jaragua Cave;JAR7;19.68;16.06
Jaragua Cave;JAR7;19.67;15.82
Jaragua Cave;JAR7;19.66;16.01
Jaragua Cave;JAR7;19.65;15.95
Jaragua Cave;JAR7;19.64;15.98
Jaragua Cave;JAR7;19.63;16.03
Jaragua Cave;JAR7;19.62;16.02
Jaragua Cave;JAR7;19.61;16.18
Jaragua Cave;JAR7;19.6;16.18
Jaragua Cave;JAR7;19.59;16.01
Jaragua Cave;JAR7;19.58;15.96
Jaragua Cave;JAR7;19.57;16.11
Jaragua Cave;JAR7;19.56;16.19
Jaragua Cave;JAR7;19.55;16.15
Jaragua Cave;JAR7;19.54;16.19
Jaragua Cave;JAR7;19.53;15.86
Jaragua Cave;JAR7;19.52;16.24
Jaragua Cave;JAR7;19.51;16.02
Jaragua Cave;JAR7;19.5;16.15
Jaragua Cave;JAR7;19.49;16.08
Jaragua Cave;JAR7;19.48;16.03
Jaragua Cave;JAR7;19.47;16.29
Jaragua Cave;JAR7;19.46;16.31
Jaragua Cave;JAR7;19.45;16.05
Jaragua Cave;JAR7;19.44;15.91
Jaragua Cave;JAR7;19.43;16.38
Jaragua Cave;JAR7;19.42;16
Jaragua Cave;JAR7;19.41;16.51
Jaragua Cave;JAR7;19.4;15.9
Jaragua Cave;JAR7;19.39;16.09
Jaragua Cave;JAR7;19.38;16.26
Jaragua Cave;JAR7;19.37;15.94
Jaragua Cave;JAR7;19.36;16.3
Jaragua Cave;JAR7;19.35;16.13
Jaragua Cave;JAR7;19.34;16.1
Jaragua Cave;JAR7;19.33;16.11
Jaragua Cave;JAR7;19.32;16.09
Jaragua Cave;JAR7;19.31;15.71
Jaragua Cave;JAR7;19.3;15.95
Jaragua Cave;JAR7;19.29;16.02
Jaragua Cave;JAR7;19.28;15.88
Jaragua Cave;JAR7;19.27;15.85
Jaragua Cave;JAR7;19.26;16.08
Jaragua Cave;JAR7;19.25;16.13
Jaragua Cave;JAR7;19.24;15.82
Jaragua Cave;JAR7;19.23;15.96
Jaragua Cave;JAR7;19.22;16.07
Jaragua Cave;JAR7;19.21;15.9
Jaragua Cave;JAR7;19.2;16.32
Jaragua Cave;JAR7;19.19;16.45
Jaragua Cave;JAR7;19.18;15.96
Jaragua Cave;JAR7;19.17;16.18
Jaragua Cave;JAR7;19.16;15.87
Jaragua Cave;JAR7;19.15;16.21
Jaragua Cave;JAR7;19.14;15.95
Jaragua Cave;JAR7;19.13;15.79
Jaragua Cave;JAR7;19.12;15.94
Jaragua Cave;JAR7;19.11;16.16
Jaragua Cave;JAR7;19.1;16.2
Jaragua Cave;JAR7;19.09;15.95
Jaragua Cave;JAR7;19.08;15.84
Jaragua Cave;JAR7;19.07;16
Jaragua Cave;JAR7;19.06;15.93
Jaragua Cave;JAR7;19.05;15.76
Jaragua Cave;JAR7;19.04;16.19
Jaragua Cave;JAR7;19.03;16.02
Jaragua Cave;JAR7;19.02;16.11
Jaragua Cave;JAR7;19.01;16.01
Jaragua Cave;JAR7;19;16.02
Jaragua Cave;JAR7;18.99;15.77
Jaragua Cave;JAR7;18.98;16.03
Jaragua Cave;JAR7;18.97;16.23
Jaragua Cave;JAR7;18.96;16.28
Jaragua Cave;JAR7;18.95;16.24
Jaragua Cave;JAR7;18.94;16.21
Jaragua Cave;JAR7;18.93;16.2
Jaragua Cave;JAR7;18.92;16.4
Jaragua Cave;JAR7;18.91;16.16
Jaragua Cave;JAR7;18.9;16.3
Jaragua Cave;JAR7;18.89;15.91
Jaragua Cave;JAR7;18.88;15.91
Jaragua Cave;JAR7;18.87;15.9
Jaragua Cave;JAR7;18.86;16.08
Jaragua Cave;JAR7;18.85;16.27
Jaragua Cave;JAR7;18.84;15.82
Jaragua Cave;JAR7;18.83;16.16
Jaragua Cave;JAR7;18.82;16.05
Jaragua Cave;JAR7;18.81;15.93
Jaragua Cave;JAR7;18.8;16.14
Jaragua Cave;JAR7;18.79;16.4
Jaragua Cave;JAR7;18.78;16.37
Jaragua Cave;JAR7;18.77;16.11
Jaragua Cave;JAR7;18.76;16.19
Jaragua Cave;JAR7;18.75;16.03
Jaragua Cave;JAR7;18.74;16.19
Jaragua Cave;JAR7;18.73;16.24
Jaragua Cave;JAR7;18.72;15.97
Jaragua Cave;JAR7;18.71;16.22
Jaragua Cave;JAR7;18.7;16.13
Jaragua Cave;JAR7;18.69;15.98
Jaragua Cave;JAR7;18.68;16.15
Jaragua Cave;JAR7;18.67;16.01
Jaragua Cave;JAR7;18.66;15.95
Jaragua Cave;JAR7;18.65;16.09
Jaragua Cave;JAR7;18.64;16.2
Jaragua Cave;JAR7;18.63;16.11
Jaragua Cave;JAR7;18.62;16.25
Jaragua Cave;JAR7;18.61;16.09
Jaragua Cave;JAR7;18.6;15.92
Jaragua Cave;JAR7;18.59;16.04
Jaragua Cave;JAR7;18.58;16.17
Jaragua Cave;JAR7;18.57;16.15
Jaragua Cave;JAR7;18.56;16.22
Jaragua Cave;JAR7;18.55;16.09
Jaragua Cave;JAR7;18.54;15.99
Jaragua Cave;JAR7;18.53;16.1
Jaragua Cave;JAR7;18.52;16.08
Jaragua Cave;JAR7;18.51;16.23
Jaragua Cave;JAR7;18.5;16.32
Jaragua Cave;JAR7;18.49;15.82
Jaragua Cave;JAR7;18.48;16.14
Jaragua Cave;JAR7;18.47;16.03
Jaragua Cave;JAR7;18.46;16.13
Jaragua Cave;JAR7;18.45;16.28
Jaragua Cave;JAR7;18.44;16.38
Jaragua Cave;JAR7;18.43;16.35
Jaragua Cave;JAR7;18.42;16.17
Jaragua Cave;JAR7;18.41;16.09
Jaragua Cave;JAR7;18.4;15.92
Jaragua Cave;JAR7;18.39;16.1
Jaragua Cave;JAR7;18.38;16.32
Jaragua Cave;JAR7;18.37;16.15
Jaragua Cave;JAR7;18.36;16.15
Jaragua Cave;JAR7;18.35;15.99
Jaragua Cave;JAR7;18.34;16.03
Jaragua Cave;JAR7;18.33;15.98
Jaragua Cave;JAR7;18.32;16.08
Jaragua Cave;JAR7;18.31;16.35
Jaragua Cave;JAR7;18.3;16.36
Jaragua Cave;JAR7;18.29;15.89
Jaragua Cave;JAR7;18.28;16.31
Jaragua Cave;JAR7;18.27;16.19
Jaragua Cave;JAR7;18.26;16.24
Jaragua Cave;JAR7;18.25;16.5
Jaragua Cave;JAR7;18.24;16.31
Jaragua Cave;JAR7;18.23;16.33
Jaragua Cave;JAR7;18.22;16.22
Jaragua Cave;JAR7;18.21;16.18
Jaragua Cave;JAR7;18.2;16.12
Jaragua Cave;JAR7;18.19;16.3
Jaragua Cave;JAR7;18.18;16.02
Jaragua Cave;JAR7;18.17;16.28
Jaragua Cave;JAR7;18.16;16.34
Jaragua Cave;JAR7;18.15;16.21
Jaragua Cave;JAR7;18.14;16.09
Jaragua Cave;JAR7;18.13;16.29
Jaragua Cave;JAR7;18.12;16.32
Jaragua Cave;JAR7;18.11;16.18
Jaragua Cave;JAR7;18.1;16.17
Jaragua Cave;JAR7;18.09;16.27
Jaragua Cave;JAR7;18.08;16.13
Jaragua Cave;JAR7;18.07;16.36
Jaragua Cave;JAR7;18.06;16.1
