caves;stalagmite;age;temp
Botuvera Cave;BT2;3.01;18.01
Botuvera Cave;BT2;3;18.32
Botuvera Cave;BT2;2.99;18.04
Botuvera Cave;BT2;2.98;18
Botuvera Cave;BT2;2.97;18.17
Botuvera Cave;BT2;2.96;18.22
Botuvera Cave;BT2;2.95;18.24
Botuvera Cave;BT2;2.94;18.08
Botuvera Cave;BT2;2.93;18.04
Botuvera Cave;BT2;2.92;18.45
Botuvera Cave;BT2;2.91;18.43
Botuvera Cave;BT2;2.9;18.2
Botuvera Cave;BT2;2.89;18.03
Botuvera Cave;BT2;2.88;18.28
Botuvera Cave;BT2;2.87;17.78
Botuvera Cave;BT2;2.86;18.17
Botuvera Cave;BT2;2.85;18.34
Botuvera Cave;BT2;2.84;18.42
Botuvera Cave;BT2;2.83;18.27
Botuvera Cave;BT2;2.82;18.13
Botuvera Cave;BT2;2.81;18.19
Botuvera Cave;BT2;2.8;18.41
Botuvera Cave;BT2;2.79;18.04
Botuvera Cave;BT2;2.78;18.12
Botuvera Cave;BT2;2.77;18.36
Botuvera Cave;BT2;2.76;18.14
Botuvera Cave;BT2;2.75;17.98
Botuvera Cave;BT2;2.74;18.29
Botuvera Cave;BT2;2.73;17.92
Botuvera Cave;BT2;2.72;18
Botuvera Cave;BT2;2.71;18.37
Botuvera Cave;BT2;2.7;18.43
Botuvera Cave;BT2;2.69;18.24
Botuvera Cave;BT2;2.68;18.39
Botuvera Cave;BT2;2.67;18.4
Botuvera Cave;BT2;2.66;18.14
Botuvera Cave;BT2;2.65;18.12
Botuvera Cave;BT2;2.64;18.6
Botuvera Cave;BT2;2.63;18.23
Botuvera Cave;BT2;2.62;18.29
Botuvera Cave;BT2;2.61;18.25
Botuvera Cave;BT2;2.6;17.94
Botuvera Cave;BT2;2.59;18.36
Botuvera Cave;BT2;2.58;18.33
Botuvera Cave;BT2;2.57;18.21
Botuvera Cave;BT2;2.56;18.5
Botuvera Cave;BT2;2.55;17.6
Botuvera Cave;BT2;2.54;17.9
Botuvera Cave;BT2;2.53;18.01
Botuvera Cave;BT2;2.52;18.21
Botuvera Cave;BT2;2.51;18.25
Botuvera Cave;BT2;2.5;17.97
Botuvera Cave;BT2;2.49;18.3
Botuvera Cave;BT2;2.48;18.1
Botuvera Cave;BT2;2.47;18
Botuvera Cave;BT2;2.46;17.92
Botuvera Cave;BT2;2.45;17.97
Botuvera Cave;BT2;2.44;17.98
Botuvera Cave;BT2;2.43;17.98
Botuvera Cave;BT2;2.42;18.29
Botuvera Cave;BT2;2.41;18.28
Botuvera Cave;BT2;2.4;18.02
Botuvera Cave;BT2;2.39;17.96
Botuvera Cave;BT2;2.38;18.29
Botuvera Cave;BT2;2.37;18.33
Botuvera Cave;BT2;2.36;18.35
Botuvera Cave;BT2;2.35;18.42
Botuvera Cave;BT2;2.34;18.21
Botuvera Cave;BT2;2.33;18.24
Botuvera Cave;BT2;2.32;18.45
Botuvera Cave;BT2;2.31;18.32
Botuvera Cave;BT2;2.3;18.36
Botuvera Cave;BT2;2.29;18.31
Botuvera Cave;BT2;2.28;18.01
Botuvera Cave;BT2;2.27;17.95
Botuvera Cave;BT2;2.26;18.11
Botuvera Cave;BT2;2.25;18.46
Botuvera Cave;BT2;2.24;18.3
Botuvera Cave;BT2;2.23;18.24
Botuvera Cave;BT2;2.22;18.3
Botuvera Cave;BT2;2.21;17.97
Botuvera Cave;BT2;2.2;18.45
Botuvera Cave;BT2;2.19;18.49
Botuvera Cave;BT2;2.18;18.06
Botuvera Cave;BT2;2.17;18.49
Botuvera Cave;BT2;2.16;18.26
Botuvera Cave;BT2;2.15;18.1
Botuvera Cave;BT2;2.14;18.32
Botuvera Cave;BT2;2.13;18.16
Botuvera Cave;BT2;2.12;17.77
Botuvera Cave;BT2;2.11;18.16
Botuvera Cave;BT2;2.1;18.08
Botuvera Cave;BT2;2.09;17.9
Botuvera Cave;BT2;2.08;18.24
Botuvera Cave;BT2;2.07;18.41
Botuvera Cave;BT2;2.06;17.79
Botuvera Cave;BT2;2.05;18.01
Botuvera Cave;BT2;2.04;17.97
Botuvera Cave;BT2;2.03;18
Botuvera Cave;BT2;2.02;18.13
Botuvera Cave;BT2;2.01;18.41
Botuvera Cave;BT2;2;18.11
Botuvera Cave;BT2;1.99;18.14
Botuvera Cave;BT2;1.98;18.34
Botuvera Cave;BT2;1.97;18.39
Botuvera Cave;BT2;1.96;18.34
Botuvera Cave;BT2;1.95;18.45
Botuvera Cave;BT2;1.94;18.5
Botuvera Cave;BT2;1.93;18.21
Botuvera Cave;BT2;1.92;18.27
Botuvera Cave;BT2;1.91;18.3
Botuvera Cave;BT2;1.9;18.5
Botuvera Cave;BT2;1.89;18.31
Botuvera Cave;BT2;1.88;18.38
Botuvera Cave;BT2;1.87;18.23
Botuvera Cave;BT2;1.86;18.29
Botuvera Cave;BT2;1.85;18.51
Botuvera Cave;BT2;1.84;18.26
Botuvera Cave;BT2;1.83;18.36
Botuvera Cave;BT2;1.82;18.56
Botuvera Cave;BT2;1.81;18.21
Botuvera Cave;BT2;1.8;18.25
Botuvera Cave;BT2;1.79;18.36
Botuvera Cave;BT2;1.78;18.4
Botuvera Cave;BT2;1.77;18.48
Botuvera Cave;BT2;1.76;18.26
Botuvera Cave;BT2;1.75;18.01
Botuvera Cave;BT2;1.74;18.09
Botuvera Cave;BT2;1.73;18.32
Botuvera Cave;BT2;1.72;17.98
Botuvera Cave;BT2;1.71;18.05
Botuvera Cave;BT2;1.7;18.29
Botuvera Cave;BT2;1.69;18.19
Botuvera Cave;BT2;1.68;18.38
Botuvera Cave;BT2;1.67;18.15
Botuvera Cave;BT2;1.66;18.16
Botuvera Cave;BT2;1.65;18
Botuvera Cave;BT2;1.64;18.11
Botuvera Cave;BT2;1.63;18.46
Botuvera Cave;BT2;1.62;18.44
Botuvera Cave;BT2;1.61;18.62
Botuvera Cave;BT2;1.6;18.15
Botuvera Cave;BT2;1.59;18.17
Botuvera Cave;BT2;1.58;18.15
Botuvera Cave;BT2;1.57;18.16
Botuvera Cave;BT2;1.56;18.46
Botuvera Cave;BT2;1.55;18.06
Botuvera Cave;BT2;1.54;18.44
Botuvera Cave;BT2;1.53;18.31
Botuvera Cave;BT2;1.52;18.17
Botuvera Cave;BT2;1.51;17.87
Botuvera Cave;BT2;1.5;18.14
Botuvera Cave;BT2;1.49;17.93
Botuvera Cave;BT2;1.48;18.28
Botuvera Cave;BT2;1.47;18.39
Botuvera Cave;BT2;1.46;18.2
Botuvera Cave;BT2;1.45;18.1
Botuvera Cave;BT2;1.44;18.51
Botuvera Cave;BT2;1.43;18.15
Botuvera Cave;BT2;1.42;18.1
Botuvera Cave;BT2;1.41;18.35
Botuvera Cave;BT2;1.4;17.81
Botuvera Cave;BT2;1.39;18.03
Botuvera Cave;BT2;1.38;17.93
Botuvera Cave;BT2;1.37;18.16
Botuvera Cave;BT2;1.36;17.95
Botuvera Cave;BT2;1.35;18.18
Botuvera Cave;BT2;1.34;18.27
Botuvera Cave;BT2;1.33;18.23
Botuvera Cave;BT2;1.32;17.93
Botuvera Cave;BT2;1.31;18.07
Botuvera Cave;BT2;1.3;18.15
Botuvera Cave;BT2;1.29;17.89
Botuvera Cave;BT2;1.28;18.28
Botuvera Cave;BT2;1.27;18.29
Botuvera Cave;BT2;1.26;18.28
Botuvera Cave;BT2;1.25;18
Botuvera Cave;BT2;1.24;18
Botuvera Cave;BT2;1.23;18.25
Botuvera Cave;BT2;1.22;18
Botuvera Cave;BT2;1.21;18.14
Botuvera Cave;BT2;1.2;18.25
Botuvera Cave;BT2;1.19;18.1
Botuvera Cave;BT2;1.18;18.19
Botuvera Cave;BT2;1.17;18.46
Botuvera Cave;BT2;1.16;18.28
Botuvera Cave;BT2;1.15;18.37
Botuvera Cave;BT2;1.14;18.57
Botuvera Cave;BT2;1.13;18.35
Botuvera Cave;BT2;1.12;18.23
Botuvera Cave;BT2;1.11;18.27
Botuvera Cave;BT2;1.1;18.24
Botuvera Cave;BT2;1.09;18.24
Botuvera Cave;BT2;1.08;18.03
Botuvera Cave;BT2;1.07;18.39
Botuvera Cave;BT2;1.06;18.46
Botuvera Cave;BT2;1.05;18.52
Botuvera Cave;BT2;1.04;18.36
Botuvera Cave;BT2;1.03;18.3
Botuvera Cave;BT2;1.02;18.08
Botuvera Cave;BT2;1.01;18.23
Botuvera Cave;BT2;1;18.17
Botuvera Cave;BT2;0.99;18.02
Botuvera Cave;BT2;0.98;18.25
Botuvera Cave;BT2;0.97;18.58
Botuvera Cave;BT2;0.96;18.07
Botuvera Cave;BT2;0.95;18.45
Botuvera Cave;BT2;0.94;18.45
Botuvera Cave;BT2;0.93;18.42
Botuvera Cave;BT2;0.92;18.79
Botuvera Cave;BT2;0.91;18.35
Botuvera Cave;BT2;0.9;17.99
Botuvera Cave;BT2;0.89;18.41
Botuvera Cave;BT2;0.88;18.36
Botuvera Cave;BT2;0.87;18.36
Botuvera Cave;BT2;0.86;18.76
Botuvera Cave;BT2;0.85;18.79
Botuvera Cave;BT2;0.84;18.31
Botuvera Cave;BT2;0.83;18.34
Botuvera Cave;BT2;0.82;18.39
Botuvera Cave;BT2;0.81;18.58
Botuvera Cave;BT2;0.8;18.57
Botuvera Cave;BT2;0.79;18.59
Botuvera Cave;BT2;0.78;18.65
Botuvera Cave;BT2;0.77;18.35
Botuvera Cave;BT2;0.76;18.44
Botuvera Cave;BT2;0.75;18.67
Botuvera Cave;BT2;0.74;18.48
Botuvera Cave;BT2;0.73;18.54
Botuvera Cave;BT2;0.72;18.17
Botuvera Cave;BT2;0.71;18.03
Botuvera Cave;BT2;0.7;18.03
Botuvera Cave;BT2;0.69;17.9
Botuvera Cave;BT2;0.68;18.31
Botuvera Cave;BT2;0.67;18.02
Botuvera Cave;BT2;0.66;17.98
Botuvera Cave;BT2;0.65;18.51
Botuvera Cave;BT2;0.64;18.48
Botuvera Cave;BT2;0.63;18.58
Botuvera Cave;BT2;0.62;18.5
Botuvera Cave;BT2;0.61;18.41
Botuvera Cave;BT2;0.6;18.41
Botuvera Cave;BT2;0.59;18.59
Botuvera Cave;BT2;0.58;18.43
Botuvera Cave;BT2;0.57;18
Botuvera Cave;BT2;0.56;18.21
Botuvera Cave;BT2;0.55;18.58
Botuvera Cave;BT2;0.54;18.29
Botuvera Cave;BT2;0.53;18.92
Botuvera Cave;BT2;0.52;18.41
Botuvera Cave;BT2;0.51;18.42
Botuvera Cave;BT2;0.5;18.39
Botuvera Cave;BT2;0.49;18.44
Botuvera Cave;BT2;0.48;18.71
Botuvera Cave;BT2;0.47;18.19
Botuvera Cave;BT2;0.46;18.25
Botuvera Cave;BT2;0.45;18.88
Botuvera Cave;BT2;0.44;18.33
Botuvera Cave;BT2;0.43;18.46
Botuvera Cave;BT2;0.42;18.23
Botuvera Cave;BT2;0.41;18.09
Botuvera Cave;BT2;0.4;18.09
Botuvera Cave;BT2;0.39;18.07
Botuvera Cave;BT2;0.38;18.2
Botuvera Cave;BT2;0.37;18.13
Botuvera Cave;BT2;0.36;17.95
Botuvera Cave;BT2;0.35;17.78
Botuvera Cave;BT2;0.34;18.32
Botuvera Cave;BT2;0.33;18.12
Botuvera Cave;BT2;0.32;18.03
Botuvera Cave;BT2;0.31;17.91
Botuvera Cave;BT2;0.3;18.19
Botuvera Cave;BT2;0.29;18.04
Botuvera Cave;BT2;0.28;18.2
Botuvera Cave;BT2;0.27;17.85
Botuvera Cave;BT2;0.26;18.32
Botuvera Cave;BT2;0.25;17.89
Botuvera Cave;BT2;0.24;18.18
Botuvera Cave;BT2;0.23;18.19
Botuvera Cave;BT2;0.22;18.02
Botuvera Cave;BT2;0.21;18.11
Botuvera Cave;BT2;0.2;18.02
Botuvera Cave;BT2;0.19;17.81
Botuvera Cave;BT2;0.18;18.07
Botuvera Cave;BT2;0.17;18.2
Botuvera Cave;BT2;0.16;18.51
Botuvera Cave;BT2;0.15;18.33
Botuvera Cave;BT2;0.14;17.86
Botuvera Cave;BT2;0.13;18.55
Botuvera Cave;BT2;0.12;18.41
Botuvera Cave;BT2;0.11;18.11
Botuvera Cave;BT2;0.1;18.3
Botuvera Cave;BT2;0.09;18.28
Botuvera Cave;BT2;0.08;18.28
Botuvera Cave;BT2;0.07;18.12
Botuvera Cave;BT2;0.06;18.21
Botuvera Cave;BT2;0.05;18.46
Botuvera Cave;BT2;0.04;18.37
Botuvera Cave;BT2;0.03;18.33
Botuvera Cave;BT2;0.02;18.66
Botuvera Cave;BT2;0.01;18.88
Cueva de Diamante;NAR-C;22.04;18.03
Cueva de Diamante;NAR-C;22.03;18.04
Cueva de Diamante;NAR-C;22.02;18.02
Cueva de Diamante;NAR-C;22.01;18.02
Cueva de Diamante;NAR-C;22;18.2
Cueva de Diamante;NAR-C;21.99;18.2
Cueva de Diamante;NAR-C;21.98;18.05
Cueva de Diamante;NAR-C;21.97;18.05
Cueva de Diamante;NAR-C;21.96;18.17
Cueva de Diamante;NAR-C;21.95;17.99
Cueva de Diamante;NAR-C;21.94;18.09
Cueva de Diamante;NAR-C;21.93;18.11
Cueva de Diamante;NAR-C;21.92;18.12
Cueva de Diamante;NAR-C;21.91;18.06
Cueva de Diamante;NAR-C;21.9;18.12
Cueva de Diamante;NAR-C;21.89;18.19
Cueva de Diamante;NAR-C;21.88;17.96
Cueva de Diamante;NAR-C;21.87;18.08
Cueva de Diamante;NAR-C;21.86;18.08
Cueva de Diamante;NAR-C;21.85;18.01
Cueva de Diamante;NAR-C;21.84;18.15
Cueva de Diamante;NAR-C;21.83;18.13
Cueva de Diamante;NAR-C;21.82;18
Cueva de Diamante;NAR-C;21.81;18.09
Cueva de Diamante;NAR-C;21.8;18.06
Cueva de Diamante;NAR-C;21.79;18.11
Cueva de Diamante;NAR-C;21.78;18.14
Cueva de Diamante;NAR-C;21.77;18.14
Cueva de Diamante;NAR-C;21.76;18.04
Cueva de Diamante;NAR-C;21.75;18.01
Cueva de Diamante;NAR-C;21.74;18.14
Cueva de Diamante;NAR-C;21.73;18.12
Cueva de Diamante;NAR-C;21.72;18.1
Cueva de Diamante;NAR-C;21.71;18.05
Cueva de Diamante;NAR-C;21.7;18.12
Cueva de Diamante;NAR-C;21.69;18.18
Cueva de Diamante;NAR-C;21.68;18.04
Cueva de Diamante;NAR-C;21.67;18.08
Cueva de Diamante;NAR-C;21.66;18.11
Cueva de Diamante;NAR-C;21.65;18.14
Cueva de Diamante;NAR-C;21.64;18.07
Cueva de Diamante;NAR-C;21.63;18.15
Cueva de Diamante;NAR-C;21.62;18.11
Cueva de Diamante;NAR-C;21.61;18.17
Cueva de Diamante;NAR-C;21.6;18.15
Cueva de Diamante;NAR-C;21.59;18.18
Cueva de Diamante;NAR-C;21.58;18.09
Cueva de Diamante;NAR-C;21.57;18.1
Cueva de Diamante;NAR-C;21.56;18.08
Cueva de Diamante;NAR-C;21.55;18.15
Cueva de Diamante;NAR-C;21.54;18.06
Cueva de Diamante;NAR-C;21.53;18.02
Cueva de Diamante;NAR-C;21.52;18.14
Cueva de Diamante;NAR-C;21.51;18.12
Cueva de Diamante;NAR-C;21.5;18.05
Cueva de Diamante;NAR-C;21.49;18.08
Cueva de Diamante;NAR-C;21.48;18.11
Cueva de Diamante;NAR-C;21.47;18.19
Cueva de Diamante;NAR-C;21.46;18.17
Cueva de Diamante;NAR-C;21.45;18.16
Cueva de Diamante;NAR-C;21.44;18.08
Cueva de Diamante;NAR-C;21.43;18.15
Cueva de Diamante;NAR-C;21.42;18.04
Cueva de Diamante;NAR-C;21.41;18.17
Cueva de Diamante;NAR-C;21.4;18.13
Cueva de Diamante;NAR-C;21.39;18.14
Cueva de Diamante;NAR-C;21.38;18.08
Cueva de Diamante;NAR-C;21.37;18.04
Cueva de Diamante;NAR-C;21.36;18.1
Cueva de Diamante;NAR-C;21.35;18.13
Cueva de Diamante;NAR-C;21.34;18.16
Cueva de Diamante;NAR-C;21.33;18.12
Cueva de Diamante;NAR-C;21.32;18.1
Cueva de Diamante;NAR-C;21.31;18.05
Cueva de Diamante;NAR-C;21.3;18.09
Cueva de Diamante;NAR-C;21.29;18.14
Cueva de Diamante;NAR-C;21.28;18.09
Cueva de Diamante;NAR-C;21.27;17.98
Cueva de Diamante;NAR-C;21.26;18.14
Cueva de Diamante;NAR-C;21.25;18.09
Cueva de Diamante;NAR-C;21.24;18.11
Cueva de Diamante;NAR-C;21.23;18.08
Cueva de Diamante;NAR-C;21.22;18.07
Cueva de Diamante;NAR-C;21.21;18.11
Cueva de Diamante;NAR-C;21.2;18.16
Cueva de Diamante;NAR-C;21.19;18.01
Cueva de Diamante;NAR-C;21.18;18.08
Cueva de Diamante;NAR-C;21.17;18.08
Cueva de Diamante;NAR-C;21.16;18.06
Cueva de Diamante;NAR-C;21.15;18.09
Cueva de Diamante;NAR-C;21.14;18.01
Cueva de Diamante;NAR-C;21.13;18.12
Cueva de Diamante;NAR-C;21.12;18.14
Cueva de Diamante;NAR-C;21.11;18.11
Cueva de Diamante;NAR-C;21.1;18.01
Cueva de Diamante;NAR-C;21.09;18.02
Cueva de Diamante;NAR-C;21.08;18.07
Cueva de Diamante;NAR-C;21.07;18.09
Cueva de Diamante;NAR-C;21.06;18.08
Cueva de Diamante;NAR-C;21.05;18.09
Cueva de Diamante;NAR-C;21.04;18.04
Cueva de Diamante;NAR-C;21.03;18.14
Cueva de Diamante;NAR-C;21.02;18.09
Cueva de Diamante;NAR-C;21.01;18.08
Cueva de Diamante;NAR-C;21;17.99
Cueva de Diamante;NAR-C;20.99;18.06
Cueva de Diamante;NAR-C;20.98;18.16
Cueva de Diamante;NAR-C;20.97;18.15
Cueva de Diamante;NAR-C;20.96;18.18
Cueva de Diamante;NAR-C;20.95;17.99
Cueva de Diamante;NAR-C;20.94;17.99
Cueva de Diamante;NAR-C;20.93;17.98
Cueva de Diamante;NAR-C;20.92;17.97
Cueva de Diamante;NAR-C;20.91;18.03
Cueva de Diamante;NAR-C;20.9;18.13
Cueva de Diamante;NAR-C;20.89;17.93
Cueva de Diamante;NAR-C;20.88;18.05
Cueva de Diamante;NAR-C;20.87;18.13
Cueva de Diamante;NAR-C;20.86;18
Cueva de Diamante;NAR-C;20.85;17.98
Cueva de Diamante;NAR-C;20.84;18.1
Cueva de Diamante;NAR-C;20.83;17.91
Cueva de Diamante;NAR-C;20.82;17.94
Cueva de Diamante;NAR-C;20.81;17.94
Cueva de Diamante;NAR-C;20.8;17.97
Cueva de Diamante;NAR-C;20.79;18.02
Cueva de Diamante;NAR-C;20.78;18.11
Cueva de Diamante;NAR-C;20.77;17.94
Cueva de Diamante;NAR-C;20.76;18.09
Cueva de Diamante;NAR-C;20.75;18.12
Cueva de Diamante;NAR-C;20.74;17.97
Cueva de Diamante;NAR-C;20.73;17.98
Cueva de Diamante;NAR-C;20.72;18.06
Cueva de Diamante;NAR-C;20.71;18.05
Cueva de Diamante;NAR-C;20.7;18.05
Cueva de Diamante;NAR-C;20.69;17.98
Cueva de Diamante;NAR-C;20.68;17.99
Cueva de Diamante;NAR-C;20.67;17.99
Cueva de Diamante;NAR-C;20.66;18.04
Cueva de Diamante;NAR-C;20.65;18.06
Cueva de Diamante;NAR-C;20.64;17.99
Cueva de Diamante;NAR-C;20.63;18.07
Cueva de Diamante;NAR-C;20.62;18.03
Cueva de Diamante;NAR-C;20.61;18.11
Cueva de Diamante;NAR-C;20.6;18.04
Cueva de Diamante;NAR-C;20.59;18.08
Cueva de Diamante;NAR-C;20.58;18.06
Cueva de Diamante;NAR-C;20.57;18.05
Cueva de Diamante;NAR-C;20.56;18.05
Cueva de Diamante;NAR-C;20.55;18.04
Cueva de Diamante;NAR-C;20.54;17.98
Cueva de Diamante;NAR-C;20.53;18.03
Cueva de Diamante;NAR-C;20.52;18.1
Cueva de Diamante;NAR-C;20.51;18.13
Cueva de Diamante;NAR-C;20.5;18.08
Cueva de Diamante;NAR-C;20.49;18.04
Cueva de Diamante;NAR-C;20.48;18.03
Cueva de Diamante;NAR-C;20.47;18
Cueva de Diamante;NAR-C;20.46;18.02
Cueva de Diamante;NAR-C;20.45;18.08
Cueva de Diamante;NAR-C;20.44;18
Cueva de Diamante;NAR-C;20.43;18.04
Cueva de Diamante;NAR-C;20.42;17.96
Cueva de Diamante;NAR-C;20.41;18.07
Cueva de Diamante;NAR-C;20.4;17.97
Cueva de Diamante;NAR-C;20.39;18.12
Cueva de Diamante;NAR-C;20.38;18.06
Cueva de Diamante;NAR-C;20.37;18.08
Cueva de Diamante;NAR-C;20.36;18.03
Cueva de Diamante;NAR-C;20.35;17.92
Cueva de Diamante;NAR-C;20.34;18.09
Cueva de Diamante;NAR-C;20.33;17.96
Cueva de Diamante;NAR-C;20.32;18
Cueva de Diamante;NAR-C;20.31;17.96
Cueva de Diamante;NAR-C;20.3;18.05
Cueva de Diamante;NAR-C;20.29;17.97
Cueva de Diamante;NAR-C;20.28;18.01
Cueva de Diamante;NAR-C;20.27;17.88
Cueva de Diamante;NAR-C;20.26;17.99
Cueva de Diamante;NAR-C;20.25;18.06
Cueva de Diamante;NAR-C;20.24;18
Cueva de Diamante;NAR-C;20.23;18.04
Cueva de Diamante;NAR-C;20.22;18.06
Cueva de Diamante;NAR-C;20.21;17.96
Cueva de Diamante;NAR-C;20.2;18
Cueva de Diamante;NAR-C;20.19;18.04
Cueva de Diamante;NAR-C;20.18;18.08
Cueva de Diamante;NAR-C;20.17;18.01
Cueva de Diamante;NAR-C;20.16;17.99
Cueva de Diamante;NAR-C;20.15;18.1
Cueva de Diamante;NAR-C;20.14;18.09
Cueva de Diamante;NAR-C;20.13;18.15
Cueva de Diamante;NAR-C;20.12;18.06
Cueva de Diamante;NAR-C;20.11;18.12
Cueva de Diamante;NAR-C;20.1;18.16
Cueva de Diamante;NAR-C;20.09;18.13
Cueva de Diamante;NAR-C;20.08;18.02
Cueva de Diamante;NAR-C;20.07;17.97
Cueva de Diamante;NAR-C;20.06;18.18
Cueva de Diamante;NAR-C;20.05;18.05
Cueva de Diamante;NAR-C;20.04;17.95
Cueva de Diamante;NAR-C;20.03;18.05
Cueva de Diamante;NAR-C;20.02;18.07
Cueva de Diamante;NAR-C;20.01;18.05
Cueva de Diamante;NAR-C;20;18.09
Cueva de Diamante;NAR-C;19.99;18.09
Cueva de Diamante;NAR-C;19.98;18.13
Cueva de Diamante;NAR-C;19.97;18.1
Cueva de Diamante;NAR-C;19.96;18.11
Cueva de Diamante;NAR-C;19.95;18.11
Cueva de Diamante;NAR-C;19.94;18.03
Cueva de Diamante;NAR-C;19.93;17.95
Cueva de Diamante;NAR-C;19.92;18.13
Cueva de Diamante;NAR-C;19.91;18.13
Cueva de Diamante;NAR-C;19.9;18.09
Cueva de Diamante;NAR-C;19.89;18.27
Cueva de Diamante;NAR-C;19.88;18.1
Cueva de Diamante;NAR-C;19.87;18.09
Cueva de Diamante;NAR-C;19.86;18
Cueva de Diamante;NAR-C;19.85;18.19
Cueva de Diamante;NAR-C;19.84;17.99
Cueva de Diamante;NAR-C;19.83;18.2
Cueva de Diamante;NAR-C;19.82;18.15
Cueva de Diamante;NAR-C;19.81;18.08
Cueva de Diamante;NAR-C;19.8;18.09
Cueva de Diamante;NAR-C;19.79;18.04
Cueva de Diamante;NAR-C;19.78;18.2
Cueva de Diamante;NAR-C;19.77;18.05
Cueva de Diamante;NAR-C;19.76;17.94
Cueva de Diamante;NAR-C;19.75;18.12
Cueva de Diamante;NAR-C;19.74;18.06
Cueva de Diamante;NAR-C;19.73;17.98
Cueva de Diamante;NAR-C;19.72;18.16
Cueva de Diamante;NAR-C;19.71;18.14
Cueva de Diamante;NAR-C;19.7;18.04
Cueva de Diamante;NAR-C;19.69;18.15
Cueva de Diamante;NAR-C;19.68;18.08
Cueva de Diamante;NAR-C;19.67;18.09
Cueva de Diamante;NAR-C;19.66;18.01
Cueva de Diamante;NAR-C;19.65;18.2
Cueva de Diamante;NAR-C;19.64;17.99
Cueva de Diamante;NAR-C;19.63;18.03
Cueva de Diamante;NAR-C;19.62;18.01
Cueva de Diamante;NAR-C;19.61;18.1
Cueva de Diamante;NAR-C;19.6;18.12
Cueva de Diamante;NAR-C;19.59;18.1
Cueva de Diamante;NAR-C;19.58;18.1
Cueva de Diamante;NAR-C;19.57;17.95
Cueva de Diamante;NAR-C;19.56;18.14
Cueva de Diamante;NAR-C;19.55;18.12
Cueva de Diamante;NAR-C;19.54;18.04
Cueva de Diamante;NAR-C;19.53;17.98
Cueva de Diamante;NAR-C;19.52;18.12
Cueva de Diamante;NAR-C;19.51;17.99
Cueva de Diamante;NAR-C;19.5;18.13
Cueva de Diamante;NAR-C;19.49;18.04
Cueva de Diamante;NAR-C;19.48;18.05
Cueva de Diamante;NAR-C;19.47;18.04
Cueva de Diamante;NAR-C;19.46;18.05
Cueva de Diamante;NAR-C;19.45;18.17
Cueva de Diamante;NAR-C;19.44;18.06
Cueva de Diamante;NAR-C;19.43;18.04
Cueva de Diamante;NAR-C;19.42;18.06
Cueva de Diamante;NAR-C;19.41;17.97
Cueva de Diamante;NAR-C;19.4;17.97
Cueva de Diamante;NAR-C;19.39;18.17
Cueva de Diamante;NAR-C;19.38;18.15
Cueva de Diamante;NAR-C;19.37;18.04
Cueva de Diamante;NAR-C;19.36;18.07
Cueva de Diamante;NAR-C;19.35;18.07
Cueva de Diamante;NAR-C;19.34;18.05
Cueva de Diamante;NAR-C;19.33;17.93
Cueva de Diamante;NAR-C;19.32;18.07
Cueva de Diamante;NAR-C;19.31;18.02
Cueva de Diamante;NAR-C;19.3;18.08
Cueva de Diamante;NAR-C;19.29;18.04
Cueva de Diamante;NAR-C;19.28;18.06
Cueva de Diamante;NAR-C;19.27;17.98
Cueva de Diamante;NAR-C;19.26;18.06
Cueva de Diamante;NAR-C;19.25;17.97
Cueva de Diamante;NAR-C;19.24;18.18
Cueva de Diamante;NAR-C;19.23;17.91
Cueva de Diamante;NAR-C;19.22;18.06
Cueva de Diamante;NAR-C;19.21;17.98
Cueva de Diamante;NAR-C;19.2;18.01
Cueva de Diamante;NAR-C;19.19;18
Cueva de Diamante;NAR-C;19.18;18.04
Cueva de Diamante;NAR-C;19.17;18.08
Cueva de Diamante;NAR-C;19.16;18.07
Cueva de Diamante;NAR-C;19.15;18.14
Cueva de Diamante;NAR-C;19.14;18
Cueva de Diamante;NAR-C;19.13;18.02
Cueva de Diamante;NAR-C;19.12;17.99
Cueva de Diamante;NAR-C;19.11;18.03
Cueva de Diamante;NAR-C;19.1;18.04
Cueva de Diamante;NAR-C;19.09;18
Cueva de Diamante;NAR-C;19.08;18.04
Cueva de Diamante;NAR-C;19.07;18.05
Cueva de Diamante;NAR-C;19.06;17.99
Cueva de Diamante;NAR-C;19.05;17.97
Cueva de Diamante;NAR-C;19.04;17.96
Cueva de Diamante;NAR-C;19.03;18.08
Cueva de Diamante;NAR-C;19.02;17.97
Cueva de Diamante;NAR-C;19.01;18.02
Cueva de Diamante;NAR-C;19;17.93
Cueva de Diamante;NAR-C;18.99;17.94
Cueva de Diamante;NAR-C;18.98;17.99
Cueva de Diamante;NAR-C;18.97;18.06
Cueva de Diamante;NAR-C;18.96;18
Cueva de Diamante;NAR-C;18.95;17.99
Cueva de Diamante;NAR-C;18.94;18.01
Cueva de Diamante;NAR-C;18.93;18.02
Cueva de Diamante;NAR-C;18.92;17.95
Cueva de Diamante;NAR-C;18.91;18.07
Cueva de Diamante;NAR-C;18.9;17.97
Cueva de Diamante;NAR-C;18.89;18.03
Cueva de Diamante;NAR-C;18.88;18.01
Cueva de Diamante;NAR-C;18.87;18.09
Cueva de Diamante;NAR-C;18.86;17.92
Cueva de Diamante;NAR-C;18.85;17.98
Cueva de Diamante;NAR-C;18.84;18.08
